"PSPath","PSParentPath","PSChildName","PSDrive","PSProvider","PSIsContainer","Mode","BaseName","Target","LinkType","Name","FullName","Parent","Exists","Root","Extension","CreationTime","CreationTimeUtc","LastAccessTime","LastAccessTimeUtc","LastWriteTime","LastWriteTimeUtc","Attributes"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\AZL\Formidable\????\ae1fe2SFB3SR4abcvefmdgvezgb.jpg","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\AZL\Formidable\????","ae1fe2SFB3SR4abcvefmdgvezgb.jpg","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","ae1fe2SFB3SR4abcvefmdgvezgb","System.Collections.Generic.List`1[System.String]",,"ae1fe2SFB3SR4abcvefmdgvezgb.jpg","C:\PROJECTS\Backup_H2\AZL\Formidable\????\ae1fe2SFB3SR4abcvefmdgvezgb.jpg",,"True",,".jpg","6/1/2023 4:10:47 PM","6/1/2023 6:10:47 AM","6/1/2023 4:11:12 PM","6/1/2023 6:11:12 AM","1/14/2023 2:28:16 AM","1/13/2023 3:28:16 PM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\AZL\Formidable\???\ae1fe2CG3SR4etabcvcxij.png","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\AZL\Formidable\???","ae1fe2CG3SR4etabcvcxij.png","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","ae1fe2CG3SR4etabcvcxij","System.Collections.Generic.List`1[System.String]",,"ae1fe2CG3SR4etabcvcxij.png","C:\PROJECTS\Backup_H2\AZL\Formidable\???\ae1fe2CG3SR4etabcvcxij.png",,"True",,".png","6/1/2023 4:10:47 PM","6/1/2023 6:10:47 AM","6/1/2023 4:11:12 PM","6/1/2023 6:11:12 AM","1/14/2023 2:30:42 AM","1/13/2023 3:30:42 PM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\AZL\Formidable\???\ae1fe2CG3WE4cvabalclgb.jpg","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\AZL\Formidable\???","ae1fe2CG3WE4cvabalclgb.jpg","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","ae1fe2CG3WE4cvabalclgb","System.Collections.Generic.List`1[System.String]",,"ae1fe2CG3WE4cvabalclgb.jpg","C:\PROJECTS\Backup_H2\AZL\Formidable\???\ae1fe2CG3WE4cvabalclgb.jpg",,"True",,".jpg","6/1/2023 4:10:47 PM","6/1/2023 6:10:47 AM","6/1/2023 4:11:12 PM","6/1/2023 6:11:12 AM","11/27/2022 11:47:24 PM","11/27/2022 12:47:24 PM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\AZL\????\ae1honolulu2nl3RD4abgvclcv.jpg","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\AZL\????","ae1honolulu2nl3RD4abgvclcv.jpg","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","ae1honolulu2nl3RD4abgvclcv","System.Collections.Generic.List`1[System.String]",,"ae1honolulu2nl3RD4abgvclcv.jpg","C:\PROJECTS\Backup_H2\AZL\????\ae1honolulu2nl3RD4abgvclcv.jpg",,"True",,".jpg","6/1/2023 4:10:47 PM","6/1/2023 6:10:47 AM","6/1/2023 4:11:12 PM","6/1/2023 6:11:12 AM","11/27/2022 11:59:06 PM","11/27/2022 12:59:06 PM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\AZL\??\ae1so2nl3WE4epabgdezclaf-S.jpg","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\AZL\??","ae1so2nl3WE4epabgdezclaf-S.jpg","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","ae1so2nl3WE4epabgdezclaf-S","System.Collections.Generic.List`1[System.String]",,"ae1so2nl3WE4epabgdezclaf-S.jpg","C:\PROJECTS\Backup_H2\AZL\??\ae1so2nl3WE4epabgdezclaf-S.jpg",,"True",,".jpg","6/1/2023 4:10:47 PM","6/1/2023 6:10:47 AM","6/1/2023 4:11:12 PM","6/1/2023 6:11:12 AM","11/27/2022 5:38:06 PM","11/27/2022 6:38:06 AM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\AZL\??(???????)\????","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\AZL\??(???????)","????","C","Microsoft.PowerShell.Core\FileSystem","True","d-----","????","System.Collections.Generic.List`1[System.String]",,"????","C:\PROJECTS\Backup_H2\AZL\??(???????)\????","??(???????)","True","C:\","","6/1/2023 4:10:47 PM","6/1/2023 6:10:47 AM","6/1/2023 4:11:12 PM","6/1/2023 6:11:12 AM","6/1/2023 4:11:12 PM","6/1/2023 6:11:12 AM","Directory"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\AZL\??(???????)\????","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\AZL\??(???????)","????","C","Microsoft.PowerShell.Core\FileSystem","True","d-----","????","System.Collections.Generic.List`1[System.String]",,"????","C:\PROJECTS\Backup_H2\AZL\??(???????)\????","??(???????)","True","C:\","","6/1/2023 4:10:47 PM","6/1/2023 6:10:47 AM","6/1/2023 4:11:12 PM","6/1/2023 6:11:12 AM","6/1/2023 4:11:12 PM","6/1/2023 6:11:12 AM","Directory"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\AZL\??(???????)\???","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\AZL\??(???????)","???","C","Microsoft.PowerShell.Core\FileSystem","True","d-----","???","System.Collections.Generic.List`1[System.String]",,"???","C:\PROJECTS\Backup_H2\AZL\??(???????)\???","??(???????)","True","C:\","","6/1/2023 4:10:47 PM","6/1/2023 6:10:47 AM","6/1/2023 4:11:12 PM","6/1/2023 6:11:12 AM","6/1/2023 4:11:12 PM","6/1/2023 6:11:12 AM","Directory"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\AZL\??(???????)\ae1ao2nl3BN4abanaraf.jpg","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\AZL\??(???????)","ae1ao2nl3BN4abanaraf.jpg","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","ae1ao2nl3BN4abanaraf","System.Collections.Generic.List`1[System.String]",,"ae1ao2nl3BN4abanaraf.jpg","C:\PROJECTS\Backup_H2\AZL\??(???????)\ae1ao2nl3BN4abanaraf.jpg",,"True",,".jpg","6/1/2023 4:10:47 PM","6/1/2023 6:10:47 AM","6/1/2023 4:11:12 PM","6/1/2023 6:11:12 AM","12/17/2022 1:36:22 AM","12/16/2022 2:36:22 PM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\AZL\??(???????)\ae1ao2nl3BN4afabgxgvgdep-S.jpg","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\AZL\??(???????)","ae1ao2nl3BN4afabgxgvgdep-S.jpg","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","ae1ao2nl3BN4afabgxgvgdep-S","System.Collections.Generic.List`1[System.String]",,"ae1ao2nl3BN4afabgxgvgdep-S.jpg","C:\PROJECTS\Backup_H2\AZL\??(???????)\ae1ao2nl3BN4afabgxgvgdep-S.jpg",,"True",,".jpg","6/1/2023 4:10:47 PM","6/1/2023 6:10:47 AM","6/1/2023 4:11:12 PM","6/1/2023 6:11:12 AM","1/4/2023 1:29:10 PM","1/4/2023 2:29:10 AM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\AZL\??(???????)\ae1ao2nl3BN4anabargpafgd.png","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\AZL\??(???????)","ae1ao2nl3BN4anabargpafgd.png","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","ae1ao2nl3BN4anabargpafgd","System.Collections.Generic.List`1[System.String]",,"ae1ao2nl3BN4anabargpafgd.png","C:\PROJECTS\Backup_H2\AZL\??(???????)\ae1ao2nl3BN4anabargpafgd.png",,"True",,".png","6/1/2023 4:10:47 PM","6/1/2023 6:10:47 AM","6/1/2023 4:11:12 PM","6/1/2023 6:11:12 AM","12/17/2022 1:45:12 AM","12/16/2022 2:45:12 PM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\AZL\??(???????)\????\ae1ao2SFB3BN4mdabebgbefafangdez.jpg","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\AZL\??(???????)\????","ae1ao2SFB3BN4mdabebgbefafangdez.jpg","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","ae1ao2SFB3BN4mdabebgbefafangdez","System.Collections.Generic.List`1[System.String]",,"ae1ao2SFB3BN4mdabebgbefafangdez.jpg","C:\PROJECTS\Backup_H2\AZL\??(???????)\????\ae1ao2SFB3BN4mdabebgbefafangdez.jpg",,"True",,".jpg","6/1/2023 4:10:47 PM","6/1/2023 6:10:47 AM","6/1/2023 4:11:12 PM","6/1/2023 6:11:12 AM","12/17/2022 2:24:34 AM","12/16/2022 3:24:34 PM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\AZL\??(???????)\????\ae1ao2SLL3BN4edabgdanatep.png","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\AZL\??(???????)\????","ae1ao2SLL3BN4edabgdanatep.png","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","ae1ao2SLL3BN4edabgdanatep","System.Collections.Generic.List`1[System.String]",,"ae1ao2SLL3BN4edabgdanatep.png","C:\PROJECTS\Backup_H2\AZL\??(???????)\????\ae1ao2SLL3BN4edabgdanatep.png",,"True",,".png","6/1/2023 4:10:47 PM","6/1/2023 6:10:47 AM","6/1/2023 4:11:12 PM","6/1/2023 6:11:12 AM","1/14/2023 1:20:28 AM","1/13/2023 2:20:28 PM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\AZL\??(???????)\???\ae1ao2CG3BN4anabgdedeb.png","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\AZL\??(???????)\???","ae1ao2CG3BN4anabgdedeb.png","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","ae1ao2CG3BN4anabgdedeb","System.Collections.Generic.List`1[System.String]",,"ae1ao2CG3BN4anabgdedeb.png","C:\PROJECTS\Backup_H2\AZL\??(???????)\???\ae1ao2CG3BN4anabgdedeb.png",,"True",,".png","6/1/2023 4:10:47 PM","6/1/2023 6:10:47 AM","6/1/2023 4:11:12 PM","6/1/2023 6:11:12 AM","12/17/2022 1:40:14 AM","12/16/2022 2:40:14 PM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\AZL\??\ae1ai2nl3BK4abkl)kv.jpg","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\AZL\??","ae1ai2nl3BK4abkl)kv.jpg","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","ae1ai2nl3BK4abkl)kv","System.Collections.Generic.List`1[System.String]",,"ae1ai2nl3BK4abkl)kv.jpg","C:\PROJECTS\Backup_H2\AZL\??\ae1ai2nl3BK4abkl)kv.jpg",,"True",,".jpg","6/1/2023 4:10:47 PM","6/1/2023 6:10:47 AM","6/1/2023 4:11:12 PM","6/1/2023 6:11:12 AM","12/17/2022 1:30:56 AM","12/16/2022 2:30:56 PM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\BAV\?? ???","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\BAV","?? ???","C","Microsoft.PowerShell.Core\FileSystem","True","d-----","?? ???","System.Collections.Generic.List`1[System.String]",,"?? ???","C:\PROJECTS\Backup_H2\BAV\?? ???","BAV","True","C:\","","6/1/2023 4:10:47 PM","6/1/2023 6:10:47 AM","6/1/2023 4:11:12 PM","6/1/2023 6:11:12 AM","6/1/2023 4:11:12 PM","6/1/2023 6:11:12 AM","Directory"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\BAV\????","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\BAV","????","C","Microsoft.PowerShell.Core\FileSystem","True","d-----","????","System.Collections.Generic.List`1[System.String]",,"????","C:\PROJECTS\Backup_H2\BAV\????","BAV","True","C:\","","6/1/2023 4:10:47 PM","6/1/2023 6:10:47 AM","6/1/2023 4:11:12 PM","6/1/2023 6:11:12 AM","6/1/2023 4:11:12 PM","6/1/2023 6:11:12 AM","Directory"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\BAV\?? ???\BE1hi2nl3BK4abavafcxcl.jpg","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\BAV\?? ???","BE1hi2nl3BK4abavafcxcl.jpg","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","BE1hi2nl3BK4abavafcxcl","System.Collections.Generic.List`1[System.String]",,"BE1hi2nl3BK4abavafcxcl.jpg","C:\PROJECTS\Backup_H2\BAV\?? ???\BE1hi2nl3BK4abavafcxcl.jpg",,"True",,".jpg","6/1/2023 4:10:47 PM","6/1/2023 6:10:47 AM","6/1/2023 4:11:12 PM","6/1/2023 6:11:12 AM","12/28/2022 12:39:54 AM","12/27/2022 1:39:54 PM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\BAV\?? ???\BE1hi2NL3BK4abchafez-S.jpg","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\BAV\?? ???","BE1hi2NL3BK4abchafez-S.jpg","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","BE1hi2NL3BK4abchafez-S","System.Collections.Generic.List`1[System.String]",,"BE1hi2NL3BK4abchafez-S.jpg","C:\PROJECTS\Backup_H2\BAV\?? ???\BE1hi2NL3BK4abchafez-S.jpg",,"True",,".jpg","6/1/2023 4:10:47 PM","6/1/2023 6:10:47 AM","6/1/2023 4:11:12 PM","6/1/2023 6:11:12 AM","12/28/2022 12:30:42 AM","12/27/2022 1:30:42 PM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\BAV\?? ???\BE1hi2nl3BK4epabedal-S.jpg","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\BAV\?? ???","BE1hi2nl3BK4epabedal-S.jpg","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","BE1hi2nl3BK4epabedal-S","System.Collections.Generic.List`1[System.String]",,"BE1hi2nl3BK4epabedal-S.jpg","C:\PROJECTS\Backup_H2\BAV\?? ???\BE1hi2nl3BK4epabedal-S.jpg",,"True",,".jpg","6/1/2023 4:10:47 PM","6/1/2023 6:10:47 AM","6/1/2023 4:11:12 PM","6/1/2023 6:11:12 AM","12/28/2022 12:39:38 AM","12/27/2022 1:39:38 PM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\BAV\????\be1mo2nl3PK4ejadafgbefcx.png","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\BAV\????","be1mo2nl3PK4ejadafgbefcx.png","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","be1mo2nl3PK4ejadafgbefcx","System.Collections.Generic.List`1[System.String]",,"be1mo2nl3PK4ejadafgbefcx.png","C:\PROJECTS\Backup_H2\BAV\????\be1mo2nl3PK4ejadafgbefcx.png",,"True",,".png","6/1/2023 4:10:47 PM","6/1/2023 6:10:47 AM","6/1/2023 4:11:12 PM","6/1/2023 6:11:12 AM","12/17/2022 11:15:42 PM","12/17/2022 12:15:42 PM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\FGO\???","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\FGO","???","C","Microsoft.PowerShell.Core\FileSystem","True","d-----","???","System.Collections.Generic.List`1[System.String]",,"???","C:\PROJECTS\Backup_H2\FGO\???","FGO","True","C:\","","6/1/2023 4:10:47 PM","6/1/2023 6:10:47 AM","6/1/2023 4:11:12 PM","6/1/2023 6:11:12 AM","6/1/2023 4:11:12 PM","6/1/2023 6:11:12 AM","Directory"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\FGO\???\???","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\FGO\???","???","C","Microsoft.PowerShell.Core\FileSystem","True","d-----","???","System.Collections.Generic.List`1[System.String]",,"???","C:\PROJECTS\Backup_H2\FGO\???\???","???","True","C:\","","6/1/2023 4:10:47 PM","6/1/2023 6:10:47 AM","6/1/2023 4:11:12 PM","6/1/2023 6:11:12 AM","6/1/2023 4:11:12 PM","6/1/2023 6:11:12 AM","Directory"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\FGO\???\???\fo1je2MY3BE4abedat).jpg","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\FGO\???\???","fo1je2MY3BE4abedat).jpg","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","fo1je2MY3BE4abedat)","System.Collections.Generic.List`1[System.String]",,"fo1je2MY3BE4abedat).jpg","C:\PROJECTS\Backup_H2\FGO\???\???\fo1je2MY3BE4abedat).jpg",,"True",,".jpg","6/1/2023 4:10:47 PM","6/1/2023 6:10:47 AM","6/1/2023 4:11:12 PM","6/1/2023 6:11:12 AM","11/27/2022 6:18:40 PM","11/27/2022 7:18:40 AM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GBF\??","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GBF","??","C","Microsoft.PowerShell.Core\FileSystem","True","d-----","??","System.Collections.Generic.List`1[System.String]",,"??","C:\PROJECTS\Backup_H2\GBF\??","GBF","True","C:\","","6/1/2023 4:10:47 PM","6/1/2023 6:10:47 AM","6/1/2023 4:11:12 PM","6/1/2023 6:11:12 AM","6/1/2023 4:11:12 PM","6/1/2023 6:11:12 AM","Directory"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GBF\??\???","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GBF\??","???","C","Microsoft.PowerShell.Core\FileSystem","True","d-----","???","System.Collections.Generic.List`1[System.String]",,"???","C:\PROJECTS\Backup_H2\GBF\??\???","??","True","C:\","","6/1/2023 4:10:47 PM","6/1/2023 6:10:47 AM","6/1/2023 4:11:12 PM","6/1/2023 6:11:12 AM","6/1/2023 4:11:12 PM","6/1/2023 6:11:12 AM","Directory"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GBF\??\???\gy1za2CG3BE4efaxabijkravkt.png","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GBF\??\???","gy1za2CG3BE4efaxabijkravkt.png","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","gy1za2CG3BE4efaxabijkravkt","System.Collections.Generic.List`1[System.String]",,"gy1za2CG3BE4efaxabijkravkt.png","C:\PROJECTS\Backup_H2\GBF\??\???\gy1za2CG3BE4efaxabijkravkt.png",,"True",,".png","6/1/2023 4:10:47 PM","6/1/2023 6:10:47 AM","6/1/2023 4:11:12 PM","6/1/2023 6:11:12 AM","12/2/2022 2:10:58 PM","12/2/2022 3:10:58 AM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\????","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI","????","C","Microsoft.PowerShell.Core\FileSystem","True","d-----","????","System.Collections.Generic.List`1[System.String]",,"????","C:\PROJECTS\Backup_H2\GSI\????","GSI","True","C:\","","6/1/2023 4:10:47 PM","6/1/2023 6:10:47 AM","6/1/2023 4:11:12 PM","6/1/2023 6:11:12 AM","6/1/2023 4:11:12 PM","6/1/2023 6:11:12 AM","Directory"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\????","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI","????","C","Microsoft.PowerShell.Core\FileSystem","True","d-----","????","System.Collections.Generic.List`1[System.String]",,"????","C:\PROJECTS\Backup_H2\GSI\????","GSI","True","C:\","","6/1/2023 4:10:47 PM","6/1/2023 6:10:47 AM","6/1/2023 4:11:12 PM","6/1/2023 6:11:12 AM","6/1/2023 4:11:12 PM","6/1/2023 6:11:12 AM","Directory"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\???","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI","???","C","Microsoft.PowerShell.Core\FileSystem","True","d-----","???","System.Collections.Generic.List`1[System.String]",,"???","C:\PROJECTS\Backup_H2\GSI\???","GSI","True","C:\","","6/1/2023 4:10:47 PM","6/1/2023 6:10:47 AM","6/1/2023 4:11:13 PM","6/1/2023 6:11:13 AM","6/1/2023 4:11:13 PM","6/1/2023 6:11:13 AM","Directory"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\????","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI","????","C","Microsoft.PowerShell.Core\FileSystem","True","d-----","????","System.Collections.Generic.List`1[System.String]",,"????","C:\PROJECTS\Backup_H2\GSI\????","GSI","True","C:\","","6/1/2023 4:10:47 PM","6/1/2023 6:10:47 AM","6/1/2023 4:11:13 PM","6/1/2023 6:11:13 AM","6/1/2023 4:11:13 PM","6/1/2023 6:11:13 AM","Directory"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\??","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI","??","C","Microsoft.PowerShell.Core\FileSystem","True","d-----","??","System.Collections.Generic.List`1[System.String]",,"??","C:\PROJECTS\Backup_H2\GSI\??","GSI","True","C:\","","6/1/2023 4:10:49 PM","6/1/2023 6:10:49 AM","6/1/2023 4:11:13 PM","6/1/2023 6:11:13 AM","6/1/2023 4:11:13 PM","6/1/2023 6:11:13 AM","Directory"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\??","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI","??","C","Microsoft.PowerShell.Core\FileSystem","True","d-----","??","System.Collections.Generic.List`1[System.String]",,"??","C:\PROJECTS\Backup_H2\GSI\??","GSI","True","C:\","","6/1/2023 4:10:49 PM","6/1/2023 6:10:49 AM","6/1/2023 4:11:13 PM","6/1/2023 6:11:13 AM","6/1/2023 4:11:13 PM","6/1/2023 6:11:13 AM","Directory"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\??","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI","??","C","Microsoft.PowerShell.Core\FileSystem","True","d-----","??","System.Collections.Generic.List`1[System.String]",,"??","C:\PROJECTS\Backup_H2\GSI\??","GSI","True","C:\","","6/1/2023 4:10:47 PM","6/1/2023 6:10:47 AM","6/1/2023 4:11:13 PM","6/1/2023 6:11:13 AM","6/1/2023 4:11:13 PM","6/1/2023 6:11:13 AM","Directory"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\??","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI","??","C","Microsoft.PowerShell.Core\FileSystem","True","d-----","??","System.Collections.Generic.List`1[System.String]",,"??","C:\PROJECTS\Backup_H2\GSI\??","GSI","True","C:\","","6/1/2023 4:10:48 PM","6/1/2023 6:10:48 AM","6/1/2023 4:11:13 PM","6/1/2023 6:11:13 AM","6/1/2023 4:11:13 PM","6/1/2023 6:11:13 AM","Directory"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\?","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI","?","C","Microsoft.PowerShell.Core\FileSystem","True","d-----","?","System.Collections.Generic.List`1[System.String]",,"?","C:\PROJECTS\Backup_H2\GSI\?","GSI","True","C:\","","6/1/2023 4:10:48 PM","6/1/2023 6:10:48 AM","6/1/2023 4:11:13 PM","6/1/2023 6:11:13 AM","6/1/2023 4:11:13 PM","6/1/2023 6:11:13 AM","Directory"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\??","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI","??","C","Microsoft.PowerShell.Core\FileSystem","True","d-----","??","System.Collections.Generic.List`1[System.String]",,"??","C:\PROJECTS\Backup_H2\GSI\??","GSI","True","C:\","","6/1/2023 4:10:48 PM","6/1/2023 6:10:48 AM","6/1/2023 4:11:14 PM","6/1/2023 6:11:14 AM","6/1/2023 4:11:14 PM","6/1/2023 6:11:14 AM","Directory"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\?","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI","?","C","Microsoft.PowerShell.Core\FileSystem","True","d-----","?","System.Collections.Generic.List`1[System.String]",,"?","C:\PROJECTS\Backup_H2\GSI\?","GSI","True","C:\","","6/1/2023 4:10:48 PM","6/1/2023 6:10:48 AM","6/1/2023 4:11:14 PM","6/1/2023 6:11:14 AM","6/1/2023 4:11:14 PM","6/1/2023 6:11:14 AM","Directory"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\??","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI","??","C","Microsoft.PowerShell.Core\FileSystem","True","d-----","??","System.Collections.Generic.List`1[System.String]",,"??","C:\PROJECTS\Backup_H2\GSI\??","GSI","True","C:\","","6/1/2023 4:10:48 PM","6/1/2023 6:10:48 AM","6/1/2023 4:11:14 PM","6/1/2023 6:11:14 AM","6/1/2023 4:11:14 PM","6/1/2023 6:11:14 AM","Directory"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\??","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI","??","C","Microsoft.PowerShell.Core\FileSystem","True","d-----","??","System.Collections.Generic.List`1[System.String]",,"??","C:\PROJECTS\Backup_H2\GSI\??","GSI","True","C:\","","6/1/2023 4:10:49 PM","6/1/2023 6:10:49 AM","6/1/2023 4:11:14 PM","6/1/2023 6:11:14 AM","6/1/2023 4:11:14 PM","6/1/2023 6:11:14 AM","Directory"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\??","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI","??","C","Microsoft.PowerShell.Core\FileSystem","True","d-----","??","System.Collections.Generic.List`1[System.String]",,"??","C:\PROJECTS\Backup_H2\GSI\??","GSI","True","C:\","","6/1/2023 4:10:49 PM","6/1/2023 6:10:49 AM","6/1/2023 4:11:14 PM","6/1/2023 6:11:14 AM","6/1/2023 4:11:14 PM","6/1/2023 6:11:14 AM","Directory"
